6773.thousand_nights_vol07_29_burton_64kb_0|“Do what seemeth good to thee.
2447.thousand_nights_vol02_19_burton_64kb_15|"As for that, I found thee lying on the rubbish-heap by the door of the fire-house, as I went to my work near the morning, and knew not who had thrown thee there. So I carried thee home with me; and this is all my tale.
2447.thousand_nights_vol02_19_burton_64kb_16|"Glory to Him who quickeneth the bones, though they be rotten! Indeed, O my brother, thou hast not done good save to one worthy of it, and thou shalt presently gather its fruitage.
2447.thousand_nights_vol02_19_burton_64kb_17|"But where am I now?
2447.thousand_nights_vol02_19_burton_64kb_18|"Thou art in the city of Jerusalem,
2447.thousand_nights_vol02_19_burton_64kb_19|"Weep not, but rather praise Allah for safety and recovery.
2447.thousand_nights_vol02_19_burton_64kb_20|"How far is it hence to Damascus?
2447.thousand_nights_vol02_19_burton_64kb_21|"Six days' journey.
2447.thousand_nights_vol02_19_burton_64kb_22|"Wilt thou send me thither?
2447.thousand_nights_vol02_19_burton_64kb_23|"I will go with you both;
2447.thousand_nights_vol02_19_burton_64kb_24|"Praised be Allah for accord, and we have said the last word!
2447.thousand_nights_vol02_19_burton_64kb_25|"Grieve not, for at this gate we must all go in.
2447.thousand_nights_vol02_19_burton_64kb_26|"Allah make weal thy lot, O my son! Surely He will compensate us with His favours and cause our mourning to cease. What sayst thou, O my son, about our walking abroad to view Damascus and cheer thy spirits?
2447.thousand_nights_vol02_19_burton_64kb_27|"Thy will is mine.
2447.thousand_nights_vol02_19_burton_64kb_28|"I wonder to whom belong all these chattels and camels and stuffs!
2447.thousand_nights_vol02_19_burton_64kb_29|"O my son, we hardly believed that thy health had returned; so take heart and do not weep, for I fear a relapse for thee.
2447.thousand_nights_vol02_19_burton_64kb_30|"Meseemeth thou yearnest for thy native land?
2447.thousand_nights_vol02_19_burton_64kb_31|"and I can no longer tarry here; so I will commend thee to Allah's care and set out with these folk and journey with them, little by little, till I come to my mother land.
2447.thousand_nights_vol02_19_burton_64kb_32|"And I with thee; for of a truth I cannot bear to part with thee. I have done thee kindly service and I mean to complete it by tending thee on thy travel.
2447.thousand_nights_vol02_19_burton_64kb_33|"Allah abundantly requite thee for me!
2447.thousand_nights_vol02_19_burton_64kb_34|"This is for thee to ride by the way; and, when thou art weary of riding, thou canst dismount and walk.
2447.thousand_nights_vol02_19_burton_64kb_35|"May Allah bless thee and aid me to requite thee! for verily thou hast dealt with me more lovingly than one with his brother.
2447.thousand_nights_vol02_19_burton_64kb_36|"This charmer dazzleth men's wits but she is in squalid condition, and whether she be of the people of this city or she be a stranger, I needs must have her.
2447.thousand_nights_vol02_19_burton_64kb_37|"Tell me, O my little daughter! art thou a free woman or a slave?
2447.thousand_nights_vol02_19_burton_64kb_38|"By thy life, do not add to my sorrows!
2447.thousand_nights_vol02_19_burton_64kb_39|"Haply I may trust myself to this old man.
2447.thousand_nights_vol02_19_burton_64kb_40|"By Allah, I have got my desire!
2447.thousand_nights_vol02_19_burton_64kb_41|"There shall none be dearer to me than thou; I wish thee only to bear my daughter company by day and thou shalt go to thy brother at earliest nightfall. Or, if thou wilt, bring him over to dwell with us.
2447.thousand_nights_vol02_19_burton_64kb_42|"O city strumpet, what is this weeping? By Allah, an thou hold not thy peace, I will beat thee to death, O thou town filth!
2447.thousand_nights_vol02_19_burton_64kb_43|"O accursed old man, O gray beard of hell, how have I trusted thee and thou hast played me false, and now thou wouldst torture me?
2447.thousand_nights_vol02_19_burton_64kb_44|"O lazy baggage, dost thou dare to bandy words with me?
2447.thousand_nights_vol02_19_burton_64kb_45|"An thou hold not thy peace, I will kill thee!
2447.thousand_nights_vol02_19_burton_64kb_46|"How couldst thou play me this trick and lure me into these bald and stony mountains, and what is thy design with me?
2447.thousand_nights_vol02_19_burton_64kb_47|"O lazy baggage of ill omen and insolent! wilt thou bandy words with me?
2447.thousand_nights_vol02_19_burton_64kb_48|"By the rights of my bonnet, if I see or hear thee weeping, I will cut out thy tongue and stuff it up thy coynte, O thou city filth!
2447.thousand_nights_vol02_19_burton_64kb_49|"I love not one who answereth at times when I am in wrath: so henceforth give me no more of these impertinent words and I will sell thee to a good man like myself, who will do well with thee, even as I have done.
2447.thousand_nights_vol02_19_burton_64kb_50|"Yes; whatso thou doest is right,
2447.thousand_nights_vol02_20_burton_64kb_0|"Whatso thou doest is right!
2447.thousand_nights_vol02_20_burton_64kb_1|"O thou city filth, by the right of my bonnet, if thou leave not this weeping, I will sell thee to none but a Jew!
2447.thousand_nights_vol02_20_burton_64kb_2|"How old is she?
2447.thousand_nights_vol02_20_burton_64kb_3|"I agree with thee to this condition,
2447.thousand_nights_vol02_20_burton_64kb_4|"There she sitteth; go to her and look at her and speak to her kindly as I enjoined thee.
2447.thousand_nights_vol02_20_burton_64kb_5|"If she be even as thou saddest, I shall get of the Sultan what I will for her.
2447.thousand_nights_vol02_20_burton_64kb_6|"Peace be on thee, my little maid! How art thou?
2447.thousand_nights_vol02_20_burton_64kb_7|"This also was registered in the Book of Destiny.
2447.thousand_nights_vol02_20_burton_64kb_8|"I believe this one cometh to buy me;
2447.thousand_nights_vol02_20_burton_64kb_9|"What is her price, for indeed she is noble?
2447.thousand_nights_vol02_20_burton_64kb_10|"Thou wilt turn me the girl's head with this talk! Why dost thou say that she is noble, while she is of the scum of slave-girls and of the refuse of folk? I will not sell her to thee!
2447.thousand_nights_vol02_20_burton_64kb_11|"Calm thyself, for I will buy her of thee with these blemishes thou mentionest.
2447.thousand_nights_vol02_20_burton_64kb_12|"And how much wilt thou give me for her?
2447.thousand_nights_vol02_20_burton_64kb_13|"Name thy price for her: none should name the son save his sire.
2447.thousand_nights_vol02_20_burton_64kb_14|"None shall name it but thou thyself.
2447.thousand_nights_vol02_20_burton_64kb_15|"O Shaykh of the Arabs, I will give thee in ready money, clear of the tax and the Sultan's dues, two hundred gold pieces.
2447.thousand_nights_vol02_20_burton_64kb_16|"Get up and go thy ways! By Allah, wert thou to offer me two hundred dinars for the bit of camlet she weareth, I would not sell it to thee. And now I will not sell her, but will keep her by me, to pasture the camels and grind my grist.
2447.thousand_nights_vol02_20_burton_64kb_17|"Come here, thou stinkard! I will not sell thee.
2447.thousand_nights_vol02_20_burton_64kb_18|"I used to think thee a man of judgment; but, by the right of my bonnet, if thou begone not from me, I will let thee hear what shall not please thee!
2447.thousand_nights_vol02_20_burton_64kb_19|"O Shaykh of the Arabs, take patience and calm thyself and tell me what clothes she hath with thee?
2447.thousand_nights_vol02_20_burton_64kb_20|"And what hath the baggage to do with clothes? By Allah, this camlet in which she is wrapped is ample for her.
2447.thousand_nights_vol02_20_burton_64kb_21|"I will unveil her face and examine her even as folk examine slave-girls whom they think of buying."
2447.thousand_nights_vol02_20_burton_64kb_22|"Up and do what thou wilt and Allah keep thy youth! Examine her outside and inside and, if thou wilt, strip off her clothes and look at her when she is naked.
2447.thousand_nights_vol02_20_burton_64kb_23|"Allah forfend! I will look at naught save her face."
2447.thousand_nights_vol02_20_burton_64kb_24|"O my mistress, what is thy name?
2447.thousand_nights_vol02_20_burton_64kb_25|"Doss thou ask what is my name this day or what it was before this day?
2447.thousand_nights_vol02_20_burton_64kb_26|"Hast thou then two names: to-day's and yesterday's?
2447.thousand_nights_vol02_20_burton_64kb_27|"my name in the past was Nuzhat al-Zaman, the Delight of the Age; but my name at this present is Ghussat al-Zaman, the Despight of the Age.
2447.thousand_nights_vol02_20_burton_64kb_28|"Hast thou not a sick brother?
2447.thousand_nights_vol02_20_burton_64kb_29|"Ay by Allah, O my lord, I have,
2447.thousand_nights_vol02_20_burton_64kb_30|"but fortune hath parted me and him and he lieth sick in Jerusalem.
2447.thousand_nights_vol02_20_burton_64kb_31|"Verily, the Badawi spake the truth of her.
2447.thousand_nights_vol02_20_burton_64kb_32|"And pity one who erst in honour throve, * And now is fallen into sore disgrace. She weeps and bathes her cheeks with railing tears, * And asks 'What cure can meet this fatal case?'"
2447.thousand_nights_vol02_20_burton_64kb_33|"By the Almighty, do not leave me with a tyrant who knoweth not Allah the Most High! If I pass this night in his place, I shall kill myself with my own hand: save me from him, so Allah save thee from Gehenna-fire.
2447.thousand_nights_vol02_20_burton_64kb_34|"O Shaykh of the Arabs, this slave is none of thine affair; so do thou sell her to me for what thou wilt.
2447.thousand_nights_vol02_20_burton_64kb_35|"and pay me down her price, or I will carry her back to the camp and there set her to feed the camels and gather their dung."
2447.thousand_nights_vol02_20_burton_64kb_36|"I will give thee fifty thousand dinars for her.
2447.thousand_nights_vol02_20_burton_64kb_37|"Allah will open!"
2447.thousand_nights_vol02_20_burton_64kb_38|"Seventy thousand,
2447.thousand_nights_vol02_20_burton_64kb_39|"Allah will open!
2447.thousand_nights_vol02_20_burton_64kb_40|"this is not the capital spent upon her, for she hath eaten with me barley bread to the value of ninety thousand gold pieces.
2447.thousand_nights_vol02_20_burton_64kb_41|"Say on!
2447.thousand_nights_vol02_20_burton_64kb_42|"An hundred thousand,
2447.thousand_nights_vol02_20_burton_64kb_43|"I have sold her to thee at that price,
